make,model,year,esc_consensus,T_assign
VOLVO,S80,2007,Optional,
PETERBILT,330,2004,not_found,
MAZDA,MX-5,2007,not_found,
KENWORTH,W9 SERIES,2010,not_found,
LEXUS,LS,2010,not_found,
BMW,G 650,2007,not_found,
JAGUAR,XK,2007,not_found,
ACURA,RSX,2003,No,0.0
HARLEY DAVIDSON,ELECTRA GLIDE ULTRA CLASSIC,2007,not_found,
STERLING TRUCK,L7500 SERIES,2007,not_found,
HYUNDAI TRANSLEAD TRAILERS,HYUNDAI TRANSLEAD TRAILERS,2006,not_found,
KAWASAKI,NINJA ZX-10R,2006,not_found,
INTERNATIONAL,4700,2001,not_found,
MAZDA,MX-5,2002,not_found,
HARLEY DAVIDSON,ROCKER,2008,not_found,
MERCURY,MILAN,2010,Standard,1.0
HARLEY DAVIDSON,FXDL / DYNA LOW RIDER,2008,not_found,
VOLVO TRUCK,VNM,2007,not_found,
TRIUMPH,SPEEDMASTER,2007,not_found,
AUDI,A6,2004,not_found,
VOLVO,XC70,2005,Optional,
YAMAHA,YZF-R6C,2009,not_found,
MOTO GUZZI,NORGE 1200,2008,not_found,
CHEVROLET,TRACKER,2002,No,0.0
CADILLAC,STS,2008,Standard,1.0
KAWASAKI,KLR650,2004,not_found,
BMW,X5,2003,not_found,
KAWASAKI,NINJA 250R,2010,not_found,
HARLEY DAVIDSON,FLHRCI / ROAD KING CLASSIC,2002,not_found,
MAZDA,B-SERIES,2002,No,0.0
KAWASAKI,Z750S,2006,not_found,
DODGE,MAGNUM,2006,Standard,1.0
FREIGHTLINER,FL70,2000,not_found,
MERCURY,MILAN,2006,No,0.0
MAZDA,MPV,2002,No,0.0
VOLVO,S60,2002,Optional,
FORD,F-650,2001,not_found,
KAWASAKI,VULCAN 1600,2007,not_found,
HARLEY DAVIDSON,ROAD KING,2000,not_found,
SAAB,9-3,2000,not_found,
HONDA,PASSPORT,2001,No,0.0
LEXUS,GX,2004,not_found,
HONDA,VT750 (SHADOW SPIRIT 750),2009,not_found,
HONDA,S2000,2005,No,0.0
FREIGHTLINER,CLASSIC,2005,not_found,
NISSAN,MAXIMA,2003,No,0.0
HARLEY DAVIDSON,NIGHTSTER,2010,not_found,
KENWORTH,T600,2000,not_found,
LINCOLN,CONTINENTAL,2001,not_found,
CHEVROLET,TRACKER,2003,No,0.0
LINCOLN,TOWN CAR,2004,No,0.0
MITSUBISHI,ENDEAVOR,2006,Optional,
PONTIAC,GTO,2006,No,0.0
LEXUS,ES,2009,not_found,
LAND ROVER,DISCOVERY,2000,not_found,
FORD,F-350,2004,not_found,
SATURN,LS2,2002,not_found,
KAWASAKI,NINJA ZX-6R,2006,not_found,
INTERNATIONAL,DF597,2006,not_found,
HARLEY DAVIDSON,SOFTAIL DELUXE,2006,not_found,
CHEVROLET,B7,2000,not_found,
MERCEDES-BENZ,S-CLASS,2007,Standard,1.0
TOYOTA,FJ CRUISER,2010,Standard,1.0
NISSAN,FRONTIER,2004,Optional,
HARLEY DAVIDSON,ELECTRA GLIDE ULTRA CLASSIC,2003,not_found,
ACURA,RL,2006,not_found,
PONTIAC,SUNFIRE,2002,No,0.0
MERCEDES-BENZ,CLK-CLASS,2009,Standard,1.0
LEXUS,LX,2002,not_found,
FORD,E-450,2007,not_found,
SUZUKI,GSX600FK,2002,not_found,
KIA,SEDONA,2009,Standard,1.0
BUICK,RENDEZVOUS,2003,No,0.0
HARLEY DAVIDSON,POLICE ROAD KING,2002,not_found,
MAZDA,PROTEGE,2003,No,0.0
INFINITI,M35,2007,not_found,
BMW,525IA,2003,not_found,
PETERBILT,379,2007,not_found,
FORD,CROWN VICTORIA,2001,No,0.0
MERCEDES-BENZ,CL-CLASS,2004,Standard,1.0
STERLING TRUCK,A9500 SERIES,2007,not_found,
TOYOTA,TACOMA,2010,Standard,1.0
HINO,CONVENTIONAL TYPE TRUCK,2006,not_found,
PIAGGIO AND VESPA,MP3,2009,not_found,
BMW,535I,2008,not_found,
PETERBILT,379,2002,not_found,
FREIGHTLINER,XC-R RAISED RAIL REAR ENGINE MOTOR HOME CHASSIS,2006,not_found,
STERLING TRUCK,L9511,2000,not_found,
TOYOTA,SCION XB,2009,Standard,1.0
GMC,C7,2003,not_found,
FORD,E-150,2010,Standard,1.0
VOLKSWAGEN,BEETLE,2008,not_found,
HARLEY DAVIDSON,ELECTRA GLIDE CLASSIC,2003,not_found,
WESTERN STAR,4900,2000,not_found,
HARLEY DAVIDSON,FAT BOY,2006,not_found,
ACURA,INTEGRA,2001,not_found,
KAWASAKI,VULCAN 2000,2005,not_found,
FREIGHTLINER,COLUMBIA,2009,not_found,
GMC,YUKON XL,2010,Standard,1.0
SUBARU,B9 TRIBECA,2006,not_found,
INTERNATIONAL,SF625,2009,not_found,
LEXUS,GX,2009,not_found,
KIA,OPTIMA,2010,Standard,1.0
MAZDA,RX-8,2006,Optional,
HONDA,TRX350TE (FOURTRAX RANCHER),2004,not_found,
CADILLAC,STS,2006,Standard,1.0
HARLEY DAVIDSON,SPORTSTER 883 LOW,2009,not_found,
VOLVO,S80,2001,Optional,
AUDI,TT,2004,not_found,
CHEVROLET,CORVETTE,2008,Standard,1.0
INFINITI,M45,2003,Standard,1.0
LEXUS,LX,2003,not_found,
ZHEJIANG LEIKE MACHINE INDUSTRY CO,ZHEJIANG LEIKE MACHINE INDUSTRY CO,2007,not_found,
VOLVO,XC90,2009,Standard,1.0
INFINITI,FX35,2003,not_found,
FORD,MOTORHOME CHASSIS,2008,not_found,
INFINITI,Q45,2000,not_found,
FORD,F-550,2006,not_found,
NISSAN,QUEST,2008,Optional,
SUZUKI,VZ1500,2009,not_found,
ACURA,TL,2009,not_found,
BMW,M3,2008,not_found,
HONDA,VT600CD (SHADOW VLX DELUXE),2005,not_found,
DODGE,SPRINTER,2008,Standard,1.0
PETERBILT,386,2007,not_found,
HONDA,GL1800,2006,not_found,
CHEVROLET,LUMINA,2001,No,0.0
KAWASAKI,NINJA ZX-10R,2010,not_found,
INFINITI,QX4,2001,No,0.0
KAWASAKI,VULCAN 1600,2006,not_found,
LIFAN INDUSTRY,LIFAN INDUSTRY,2006,not_found,
YAMAHA,YZF-R1/YZF-R1C/YZF-R1,2003,not_found,
SUZUKI,AN400,2007,not_found,
BMW,135I,2010,not_found,
AUDI,S5,2009,not_found,
HARLEY DAVIDSON,FLSTC / HERITAGE SOFTAIL CLASSIC,2000,not_found,
MACK,MRU,2010,not_found,
SUZUKI,SX4,2008,Optional,
KAWASAKI,VULCAN 500,2006,not_found,
PONTIAC,SUNFIRE,2004,No,0.0
LEXUS,IS,2001,not_found,
KAWASAKI,KLX450R,2009,not_found,
SUZUKI,AERIO,2003,No,0.0
VOLVO,S60,2009,Standard,1.0
STERLING TRUCK,SC8000,2002,not_found,
XIAMEN XIASHING MOTORCYCLE CO.,SCOOTER,2009,not_found,
HARLEY DAVIDSON,FXDB / DYNA STREET BOB,2010,not_found,
MERCURY,SABLE,2009,Standard,1.0
GMC,SAVANA,2008,ambiguous,
HONDA,S2000,2000,not_found,
CHEVROLET,TAHOE,2000,No,0.0
SUZUKI,FORENZA,2008,No,0.0
NISSAN,QUEST,2004,Optional,
PIAGGIO AND VESPA,LX,2008,not_found,
HARLEY DAVIDSON,FXSTS / SPRINGER SOFTAIL,2001,not_found,
MACK,RD,2003,not_found,
KIA,RIO,2002,No,0.0
MERCEDES-BENZ,R-CLASS,2006,Standard,1.0
SUZUKI,VS800,2001,not_found,
DODGE,SPRINTER,2005,not_found,
GMC,C6,2004,not_found,
GMC,SAFARI,2000,No,0.0
PONTIAC,MONTANA/ SV6,2002,not_found,
HONDA,VT1100C2 (SHADOW SABRE),2004,not_found,
PETERBILT,387,2010,not_found,
MITSUBISHI FUSO,FE639,2000,not_found,
KENWORTH,T600,2005,not_found,
VOLVO TRUCK,VHD,2007,not_found,
YAMAHA,YZF600R/YZF600RC,2000,not_found,
HARLEY DAVIDSON,CVO ELECTRA GLIDE,2004,not_found,
INFINITI,EX35,2010,Standard,1.0
HONDA,CBR900/CBR929,2000,not_found,
LINCOLN,AVIATOR,2004,Optional,
CHEVROLET,EXPRESS,2002,No,0.0
SUZUKI,GSX-R750,2001,not_found,
FORD,EXPLORER SPORT,2003,No,0.0
SUZUKI,DR-Z400SK,2003,not_found,
MERCEDES-BENZ,GL-CLASS,2007,Standard,1.0
YAMAHA,XV250/XV250C/V STAR 250,2008,not_found,
YAMAHA,XVS1100/A/C/AC/AT/ATC/V STAR 1100,2005,not_found,
BMW,325I,2001,not_found,
BMW,330I,2004,not_found,
JAGUAR,VANDEN PLAS,2002,not_found,
INTERNATIONAL,MA025,2008,not_found,
VOLKSWAGEN,JETTA WAGON,2002,Optional,
YAMAHA,XV1900CU/XV1900CUC/RAIDER,2008,not_found,
HARLEY DAVIDSON,ELECTRA GLIDE CLASSIC,2005,not_found,
CADILLAC,SRX,2008,Standard,1.0
HYUNDAI,VERACRUZ,2008,Standard,1.0
KAWASAKI,NINJA ZX-10R,2007,not_found,
KAWASAKI,VULCAN 1500,2002,not_found,
HARLEY DAVIDSON,SOFTAIL STANDARD,2004,not_found,
HONDA,CBR600,2004,not_found,
DODGE,STRATUS,2003,No,0.0
BUICK,LESABRE,2003,Optional,
MITSUBISHI,ENDEAVOR,2007,Standard,1.0
MAZDA,MAZDA3,2009,Optional,
GILLIG,LOW FLOOR BUS,2008,not_found,
HYUNDAI,TUCSON,2009,Standard,1.0
CHRYSLER,PACIFICA,2008,Standard,1.0
MERCEDES-BENZ,S-CLASS,2001,not_found,
SUZUKI,GSX-R600,2007,not_found,
NISSAN,FRONTIER,2005,Optional,
HONDA,CHF50 (METROPOLITAN),2009,not_found,
SUBARU,OUTBACK,2006,Optional,
CHRYSLER,LHS,2000,No,0.0
GENUINE SCOOTERS,BUDDY 50,2006,not_found,
YAMAHA,XV1700PC/XV1700PCC/WARRIOR,2007,not_found,
VOLVO,XC70,2010,Standard,1.0
VOLVO,S40,2003,No,0.0
MITSUBISHI,DIAMANTE,2000,not_found,
HARLEY DAVIDSON,ROAD KING CUSTOM,2004,not_found,
MAZDA,MAZDA5,2009,No,0.0
CHEVROLET,CAMARO,2000,No,0.0
BUICK,REGAL,2002,No,0.0
PETERBILT,386,2006,not_found,
FORD,F-550,2008,not_found,
PONTIAC,BONNEVILLE,2004,Optional,
BMW,325XI,2006,not_found,
BMW,R 1200 RT,2007,not_found,
FORD,E-350,2004,not_found,
FREIGHTLINER,SPRINTER,2008,not_found,
HONDA,VT1100C (SHADOW SPIRIT 1100),2003,not_found,
AUDI,RS6,2003,Standard,1.0
DODGE,RAM VAN,2001,No,0.0
VOLVO,S80,2008,Standard,1.0
JEEP,CHEROKEE,2005,not_found,
CHRYSLER,CONCORDE,2000,No,0.0
DODGE,CHALLENGER,2009,Optional,
MITSUBISHI,ENDEAVOR,2010,Standard,1.0
CHEVROLET,MONTE CARLO,2005,No,0.0
TOYOTA,COROLLA MATRIX,2004,No,0.0
LINCOLN,CONTINENTAL,2000,not_found,
LINCOLN,LS,2001,not_found,
KIA,AMANTI,2007,Optional,
VOLVO,C70,2003,Optional,
DODGE,RAM CHASSIS CAB,2002,No,0.0
MACK,GU,2009,not_found,
MERCEDES-BENZ,SLK-CLASS,2001,not_found,
MAZDA,MX-5,2003,not_found,
HARLEY DAVIDSON,FLHR / ROAD KING,2010,not_found,
CHRYSLER,CIRRUS,2000,No,0.0
ZNEN,ZNEN,2009,not_found,
HARLEY DAVIDSON,DYNA SUPER GLIDE POLICE,2001,not_found,
SUZUKI,XL7,2007,Standard,1.0
KIA,RIO,2004,No,0.0
DODGE,NITRO,2010,Standard,1.0
OLDSMOBILE,BRAVADA,2003,No,0.0
BLUE BIRD,ALL AMERICAN / ALL CANADA,2010,not_found,
BUICK,PARK AVENUE,2001,Optional,
KENWORTH,T6 SERIES,2006,not_found,
KENWORTH,T800,2005,not_found,
HONDA,VT750 (SHADOW AERO),2008,not_found,
YAMAHA,YP400,2006,not_found,
PIAGGIO AND VESPA,LX/LXV/S,2010,not_found,
FREIGHTLINER,M2,2010,not_found,
SUZUKI,GSX-R750K,2004,not_found,
BUICK,REGAL,2004,No,0.0
ROKETA,BAHAMA,2007,not_found,
MEIDUO,MD50QT-3,2009,not_found,
KIA,AMANTI,2006,Optional,
SAAB,9-3,2006,Standard,1.0
SUZUKI,SX4,2007,Optional,
ACURA,TL,2008,not_found,
INTERNATIONAL,RF027,2007,not_found,
LEXUS,HS,2010,not_found,
POLARIS,POLARIS,2001,not_found,
HARLEY DAVIDSON,FLHRCI / ROAD KING CLASSIC,2001,not_found,
HARLEY DAVIDSON,FLHTP / ELECTRA GLIDE STANDARD POLICE,2008,not_found,
SUZUKI,SV650/SV650S,2007,not_found,
HARLEY DAVIDSON,FLSTF / FAT BOY,2000,not_found,
VOLVO,XC70,2007,Standard,1.0
FREIGHTLINER,FS 65 CHASSIS,2003,not_found,
SAAB,9-3,2009,Standard,1.0
HARLEY DAVIDSON,ELECTRA GLIDE CLASSIC,2004,not_found,
TOYOTA,LAND CRUISER,2006,not_found,
VOLKSWAGEN,BEETLE,2002,not_found,
CHEVROLET,C6,2000,not_found,
LAND ROVER,LR2,2008,Standard,1.0
YAMAHA,YW50 ZUMA,2009,not_found,
BLUE BIRD,COMMERCIAL BUS,2002,not_found,
NISSAN,MAXIMA,2008,Optional,
DODGE,MAGNUM,2008,Optional,
HARLEY DAVIDSON,SPORTSTER 1200 CUSTOM,2006,not_found,
HARLEY DAVIDSON,ELECTRA GLIDE ULTRA CLASSIC SHRINE,2004,not_found,
OLDSMOBILE,SILHOUETTE,2000,No,0.0
INTERNATIONAL,8600,2005,not_found,
INTERNATIONAL,LF627,2009,not_found,
JEEP,COMPASS,2010,Standard,1.0
KAWASAKI,VULCAN 800,2000,not_found,
INTERNATIONAL,9200I,2003,not_found,
SATURN,ASTRA,2008,Optional,
VOLVO,V70,2005,Optional,
MERCURY,GRAND MARQUIS,2009,No,0.0
MINI,COOPER,2007,Optional,
HARLEY DAVIDSON,FLTRI / ROAD GLIDE,2003,not_found,
HARLEY DAVIDSON,IRON883,2009,not_found,
BMW,M3CI,2002,not_found,
SATURN,SC2,2002,not_found,
KAWASAKI,NINJA ZX-14,2008,not_found,
FORD,E-150,2000,not_found,
KYMCO,GRANDVISTA,2009,not_found,
HONDA,RIDGELINE,2010,Standard,1.0
AUDI,A6,2000,not_found,
GILLIG,LOW FLOOR BUS,2005,not_found,
BMW,550I,2008,not_found,
MITSUBISHI,MIRAGE,2000,not_found,
NISSAN,QUEST,2006,Optional,
VOLVO,XC90,2004,Standard,1.0
MINI,CLUBMAN,2009,Standard,1.0
GMC,YUKON XL,2008,Standard,1.0
UD,UD2600,2005,not_found,
PORSCHE,CAYENNE,2005,Standard,1.0
TOYOTA,AVALON,2009,Standard,1.0
HINO,CONVENTIONAL TYPE TRUCK,2008,not_found,
SATURN,OUTLOOK,2009,Standard,1.0
TOYOTA,PRIUS,2001,Optional,
HYUNDAI,TIBURON,2003,Optional,
SATURN,RELAY,2006,Optional,
HARLEY DAVIDSON,HERITAGE SOFTAIL CLASSIC,2009,not_found,
GILLIG,CITY TRANSIT BUS,2000,not_found,
VICTORY,CROSS COUNTRY,2010,not_found,
FREIGHTLINER,CASCADIA,2010,not_found,
SATURN,SC2,2000,not_found,
MITSUBISHI,ECLIPSE SPYDER,2002,No,0.0
MERCEDES-BENZ,SL-CLASS,2004,Standard,1.0
CHONGQING HUANSONG INDUSTRIES,CHONGQING HUANSONG INDUSTRIES,2008,not_found,
LINCOLN,AVIATOR,2005,Standard,1.0
INFINITI,FX35,2005,not_found,
CHEVROLET,BLAZER,2004,No,0.0
WILSON TRAILER CO.,WILSON TRAILER CO.,2007,not_found,
FREIGHTLINER,CST120,2008,not_found,
KENWORTH,W900,2004,not_found,
HYUNDAI,AZERA,2009,Standard,1.0
VOLVO,S60,2003,Optional,
MITSUBISHI,LANCER,2007,No,0.0
HARLEY DAVIDSON,DYNA SUPER GLIDE,2002,not_found,
LINCOLN,MARK LT,2006,No,0.0
HUMMER,H2,2005,not_found,
HINO,CONVENTIONAL /CONVENTIONAL LOW PROFILE TRUCK,2007,not_found,
KIA,SPECTRA LD,2002,No,0.0
MERCEDES-BENZ,SLK-CLASS,2009,Standard,1.0
HARLEY DAVIDSON,SPORTSTER 1200 CUSTOM,2007,not_found,
SUZUKI,GSF1250S,2009,not_found,
KENWORTH,T8 SERIES,2009,not_found,
VOLKSWAGEN,RABBIT,2008,Optional,
DODGE,CHALLENGER,2010,Optional,
SATURN,SC1,2000,not_found,
SATURN,VUE,2009,Standard,1.0
FREIGHTLINER,FS 65 CHASSIS,2002,not_found,
KAWASAKI,ZZR600,2007,not_found,
VOLKSWAGEN,GOLF,2004,Optional,
VOLVO TRUCK,VNL,2008,not_found,
HARLEY DAVIDSON,HERITAGE SOFTAIL CLASSIC,2003,not_found,
HYUNDAI,AZERA,2008,Standard,1.0
VAN HOOL,COMMUTER COACH,2006,not_found,
HARLEY DAVIDSON,HERITAGE SOFTAIL CLASSIC,2007,not_found,
MERCURY,VILLAGER,2001,No,0.0
YAMAHA,FZ1-S,2009,not_found,
PONTIAC,TORRENT,2008,Standard,1.0
BMW,330XI,2006,not_found,
BUICK,LUCERNE,2009,Optional,
STERLING TRUCK,L9500 SERIES,2004,not_found,
KAWASAKI,VULCAN 900,2008,not_found,
FORD,F-450,2009,not_found,
HARLEY DAVIDSON,SPORTSTER 883,2007,not_found,
CHEVROLET,CORVETTE,2004,Standard,1.0
AUDI,A4,2002,not_found,
BMW,K 1200 LT,2000,not_found,
FREIGHTLINER,CASCADIA,2009,not_found,
CHEVROLET,T-SERIES,2004,not_found,
HARLEY DAVIDSON,ELECTRA GLIDE ULTRA CLASSIC,2009,not_found,
BMW,135I,2009,not_found,
SUZUKI,FORENZA,2005,No,0.0
HARLEY DAVIDSON,HERITAGE SOFTAIL,2006,not_found,
TEREX ADVANCE MIXER,TEREX ADVANCE MIXER,2002,not_found,
YAMAHA,YFM660R RAPTOR 2WD,2001,not_found,
YAMAHA,XVS1100/A/AC/C/V-STAR 1100,2002,not_found,
SUZUKI,VL800/VL800T/VL800Z,2005,not_found,
MERCURY,MOUNTAINEER,2009,Standard,1.0
HARLEY DAVIDSON,DYNA WIDE GLIDE,2007,not_found,
VOLKSWAGEN,BEETLE,2007,not_found,
SUZUKI,GRAND VITARA,2004,No,0.0
SMART,FORTWO,2009,Standard,1.0
MITSUBISHI FUSO,FE84D,2007,not_found,
SUZUKI,GSF1250S,2007,not_found,
HONDA,VTX1800C (VTX),2002,not_found,
INTERNATIONAL,9200I,2001,not_found,
INTERNATIONAL,9400I,2001,not_found,
HARLEY DAVIDSON,SPORTSTER 883 CUSTOM,2003,not_found,
HARLEY DAVIDSON,HERITAGE SOFTAIL CLASSIC,2004,not_found,
HONDA,CMX250 (REBEL),2001,not_found,
SATURN,LW1,2002,not_found,
KAWASAKI,ZZR600,2006,not_found,
BENZHOU VEHICLE INDUSTRY GROUP CO.,SCOOTER,2007,not_found,
GMC,C7,2009,not_found,
BMW,325CI,2000,not_found,
MERCEDES-BENZ,SL-CLASS,2002,Standard,1.0
HARLEY DAVIDSON,FLHRCI / ROAD KING CLASSIC,2003,not_found,
BMW,F 800 GS,2010,not_found,
MAZDA,RX-8,2004,Optional,
GMC,T-SERIES,2009,not_found,
FORD,ZX2,2000,not_found,
MERCEDES-BENZ,CLK-CLASS,2004,Standard,1.0
VICTORY,KINGPIN,2004,not_found,
THOMAS BUILT,MVP-EF (ENGINE FRONT),2006,not_found,
BMW,X5,2010,not_found,
STERLING TRUCK,ACTERRA,2008,not_found,
HONDA,CMX250 (REBEL),2007,not_found,
PORSCHE,CAYENNE,2009,Standard,1.0
BMW,R 1150 RT,2004,not_found,
MACK,CV,2003,not_found,
SUZUKI,GSF600S,2001,not_found,
MACK,CH,2002,not_found,
VOLKSWAGEN,GTI,2007,Standard,1.0
SATURN,LS1,2001,not_found,
HARLEY DAVIDSON,ROAD KING,2002,not_found,
VOLKSWAGEN,TIGUAN,2009,Standard,1.0
HARLEY DAVIDSON,CVO ROAD KING,2002,not_found,
HARLEY DAVIDSON,FXDL / DYNA LOW RIDER,2007,not_found,
VOLKSWAGEN,JETTA WAGON,2009,Standard,1.0
BMW,Z4,2009,not_found,
FORD,E-150,2005,No,0.0
TAIZHOU CHUANL MOTORCYCLE MANUFACTURING,LB150T-12,2007,not_found,
FREIGHTLINER,COLUMBIA,2003,not_found,
TOYOTA,SCION XB,2004,Standard,1.0
MITSUBISHI,OUTLANDER,2009,Standard,1.0
HYUNDAI,ENTOURAGE,2008,Standard,1.0
KAWASAKI,CONCOURS 14,2010,not_found,
ACURA,RL,2004,not_found,
TOYOTA,CAMRY SOLARA,2003,Optional,
VOLKSWAGEN,TOUAREG,2006,Standard,1.0
MERCEDES-BENZ,SLK-CLASS,2000,not_found,
SAAB,9-5,2009,Standard,1.0
ORION BUS,ORION VII,2002,not_found,
INTERNATIONAL,9200I,2002,not_found,
HONDA,NRX1800DA (VALKYRIE RUNE),2004,not_found,
INTERNATIONAL,RF027,2006,not_found,
SPARTAN MOTORS CHASSIS,GLADIATOR,2007,not_found,
BMW,M3CIC,2004,not_found,
INTERNATIONAL,DF567,2008,not_found,
MACK,CV,2006,not_found,
SUZUKI,VERONA,2004,No,0.0
OLDSMOBILE,SILHOUETTE,2001,No,0.0
PORSCHE,CAYENNE,2006,Standard,1.0
GMC,C5,2008,not_found,
GMC,C7,2007,not_found,
KIA,AMANTI,2005,Optional,
BLUE BIRD,ALL AMERICAN / ALL CANADA,2007,not_found,
TOYOTA,AVALON,2010,Standard,1.0
GMC,YUKON,2010,Standard,1.0
BMW,750I,2009,not_found,
MITSUBISHI,RAIDER,2006,not_found,
ZHEJIANG JMSTAR SHENKE MOTORCYCLE CO,YY50QT-6,2009,not_found,
HARLEY DAVIDSON,FLHRCI / ROAD KING CLASSIC,2005,not_found,
GMC,W4,2000,not_found,
WORKHORSE,W42,2009,not_found,
INFINITI,FX35,2010,not_found,
HYUNDAI,TUCSON,2010,Standard,1.0
CHRYSLER,CROSSFIRE,2006,Standard,1.0
INFINITI,FX45,2003,Standard,1.0
MITSUBISHI,MONTERO SPORT,2004,No,0.0
HONDA,VTX1800C (VTX),2003,not_found,
HONDA,TRX500 (FOURTRAX FOREMAN),2006,not_found,
KYMCO,AGILITY,2008,not_found,
HONDA,CHF50 (METROPOLITAN),2005,not_found,
MERCEDES-BENZ,S-CLASS,2004,Standard,1.0
BLUE BIRD,SHELL COMMERCIAL SERIES,2004,not_found,
ACURA,RSX,2004,No,0.0
HARLEY DAVIDSON,NIGHTSTER,2008,not_found,
VOLVO TRUCK,VHD,2005,not_found,
MERCURY,VILLAGER,2000,No,0.0
LINCOLN,TOWN CAR,2010,No,0.0
BLUE BIRD,BB CONVENTIONAL,2008,not_found,
HONDA,VT600C (SHADOW VLX),2004,not_found,
HONDA,VT750 (SHADOW SPIRIT 750),2006,not_found,
SUZUKI,GSX1300RK,2003,not_found,
KENWORTH,T8 SERIES,2006,not_found,
STERLING TRUCK,A9500 SERIES,2001,not_found,
BMW,750I,2001,not_found,
HARLEY DAVIDSON,ELECTRA GLIDE ULTRA CLASSIC,2010,not_found,
SUZUKI,GSX1300RK,2002,not_found,
LAND ROVER,FREELANDER,2005,No,0.0
TOYOTA,ECHO,2002,No,0.0
SUZUKI,GSX1300R,2005,not_found,
AUDI,A4,2001,not_found,
DUCATI,M900,2002,not_found,
MERCEDES-BENZ,SL-CLASS,2008,Standard,1.0
INTERNATIONAL,MA045,2007,not_found,
MERCEDES-BENZ,M-CLASS,2002,not_found,
BMW,745LI,2005,not_found,
THOMAS BUILT,MVP-EF (ENGINE FRONT),2009,not_found,
KAWASAKI,NINJA ZX-14,2006,not_found,
HARLEY DAVIDSON,ELECTRA GLIDE STANDARD,2005,not_found,
FREIGHTLINER,XB RAISED RAIL REAR ENGINE SHUTTLE BUS CHASSIS,2009,not_found,
FREIGHTLINER,M2,2006,not_found,
JEEP,COMMANDER,2008,Standard,1.0
HYUNDAI,GENESIS,2010,Standard,1.0
INTERNATIONAL,9100I,2003,not_found,
MERCEDES-BENZ,E-CLASS,2001,not_found,
KIA,RONDO,2010,Standard,1.0
VOLVO TRUCK,VNL,2009,not_found,
NISSAN,ARMADA,2009,Standard,1.0
YAMAHA,YZF-R1/YZF-R1C/YZF-R1,2005,not_found,
BMW,540I,2001,not_found,
HONDA,VT750 (SHADOW PHANTOM),2010,not_found,
VICTORY,HAMMER,2005,not_found,
SUZUKI,GSX1300R,2006,not_found,
HARLEY DAVIDSON,FAT BOY,2007,not_found,
KAWASAKI,ZX-7R,2003,not_found,
VOLKSWAGEN,GTI,2003,not_found,
KIA,AMANTI,2008,Optional,
MACK,CXU,2009,not_found,
GMC,SAFARI,2005,No,0.0
PONTIAC,AZTEK,2002,No,0.0
FORD,F-650,2004,not_found,
HONDA,VT750 (SHADOW AERO),2004,not_found,
VOLKSWAGEN,EOS,2010,Standard,1.0
KENWORTH,T800,2003,not_found,
ACURA,RL,2001,not_found,
SUZUKI,GSX-R750,2006,not_found,
SAAB,9-5,2001,not_found,
MITSUBISHI FUSO,FK61F,2008,not_found,
BMW,330I,2003,not_found,
KAWASAKI,VOYAGER XII,2001,not_found,
MACK,MR,2005,not_found,
UD,UD2000,2005,not_found,
VOLVO,XC90,2007,Standard,1.0
FORD,ESCORT,2000,No,0.0
INTERNATIONAL,SF625,2006,not_found,
YAMAHA,YZF-R6,2010,not_found,
FREIGHTLINER,COLUMBIA,2010,not_found,
HARLEY DAVIDSON,ROAD KING,2001,not_found,
FREIGHTLINER,CASCADIA,2007,not_found,
INFINITI,I35,2003,Optional,
VOLVO TRUCK,VNM,2008,not_found,
HARLEY DAVIDSON,SPORTSTER 883,2004,not_found,
FREIGHTLINER,FLD120,2002,not_found,
HONDA,VT750 (SHADOW AERO),2007,not_found,
PETERBILT,367,2010,not_found,
FREIGHTLINER,XC CHASSIS,2004,not_found,
YAMAHA,XVS650A/AT,2009,not_found,
FORD,F-250,2010,No,0.0
JAGUAR,X-TYPE,2003,Optional,
YAMAHA,FZ6-SHG/FZ6-SHGC/FZ6,2008,not_found,
KAWASAKI,CONCOURS,2006,not_found,
YAMAHA,YZF-R6/YZF-R6C/R6,2003,not_found,
HONDA,VT1100C2 (SHADOW SABRE),2000,not_found,
BUELL,XB12R,2009,not_found,
BMW,Z3,2001,not_found,
HONDA,VT750 (SHADOW AERO),2006,not_found,
HONDA,S2000,2004,No,0.0
SUZUKI,SV650A/SV650SA/SV650SAF,2009,not_found,
HARLEY DAVIDSON,FXDB / DYNA STREET BOB,2008,not_found,
GMC,SAVANA,2010,ambiguous,
KENWORTH,T800,2002,not_found,
LAND ROVER,DISCOVERY,2003,No,0.0
FREIGHTLINER,MT 45 CHASSIS,2009,not_found,
GILLIG,LOW FLOOR BUS,2003,not_found,
HYUNDAI,SANTA FE,2002,No,0.0
LINCOLN,NAVIGATOR,2001,No,0.0
HARLEY DAVIDSON,SPORTSTER 883 LOW,2007,not_found,
HARLEY DAVIDSON,SPORTSTER 1200 CUSTOM,2008,not_found,
BENTLEY,CONTINENTAL,2007,Standard,1.0
BMW,128I,2008,not_found,
ISUZU,F7,2002,not_found,
VOLVO,S80,2002,Optional,
HONDA,VTX1300R,2006,not_found,
LAND ROVER,RANGE ROVER,2008,Standard,1.0
STERLING TRUCK,ACTERRA,2006,not_found,
SATURN,LS1,2002,not_found,
LINCOLN,BLACKWOOD,2002,No,0.0
SUZUKI,AN650AL,2009,not_found,
VOLVO,C70,2006,not_found,
INTERNATIONAL,MA025,2002,not_found,
TOYOTA,ECHO,2005,No,0.0
